cell_type	gene	expressed
HCT116	ARMC8	TRUE
HCT116	NME9	TRUE
HCT116	MRAS	TRUE
HCT116	CEP70	TRUE
HCT116	FAIM	TRUE
HCT116	PRR23B	TRUE
HCT116	BPESC1	TRUE
HCT116	PISRT1	TRUE
HCT116	MRPS22	TRUE
HCT116	COPB2	TRUE
HCT116	RBP1	TRUE
HCT116	NMNAT3	TRUE
HCT116	SLC25A36	TRUE
HCT116	SPSB4	TRUE
HCT116	PXYLP1	TRUE
HCT116	ZBTB38	TRUE
HCT116	RASA2	TRUE
HCT116	RNF7	TRUE
HCT116	ATP1B3	TRUE
HCT116	TFDP2	TRUE
HCT116	GK5	TRUE
HCT116	XRN1	TRUE
HCT116	ATR	TRUE
HCT116	TRPC1	TRUE
HCT116	PCOLCE2	TRUE
HCT116	PAQR9	TRUE
HCT116	U2SURP	TRUE
HCT116	CHST2	TRUE
HCT116	SLC9A9	TRUE
HCT116	C3orf58	TRUE
HCT116	PLOD2	TRUE
HCT116	PLSCR4	TRUE
HCT116	PLSCR2	TRUE
HCT116	PLSCR1	TRUE
HCT116	CPA3	TRUE
HCT116	GYG1	TRUE
HCT116	HLTF	TRUE
HCT116	HPS3	TRUE
HCT116	CP	TRUE
HCT116	TM4SF18	TRUE
HCT116	TM4SF1	TRUE
HCT116	WWTR1	TRUE
HCT116	COMMD2	TRUE
HCT116	ANKUB1	TRUE
HCT116	RNF13	TRUE
HCT116	PFN2	TRUE
HCT116	LINC01213	TRUE
HCT116	TSC22D2	TRUE
HCT116	SERP1	TRUE
HCT116	EIF2A	TRUE
HCT116	SELENOT	TRUE
HCT116	ERICH6	TRUE
HCT116	SIAH2	TRUE
HCT116	MED12L	TRUE
HCT116	GPR87	TRUE
HCT116	AADACL2	TRUE
HCT116	MBNL1	TRUE
HCT116	P2RY1	TRUE
HCT116	RAP2B	TRUE
HCT116	C3orf79	TRUE
HCT116	ARHGEF26-AS1	TRUE
HCT116	ARHGEF26	TRUE
HCT116	DHX36	TRUE
HCT116	GPR149	TRUE
HCT116	C3orf33	TRUE
HCT116	SLC33A1	TRUE
HCT116	GMPS	TRUE
HCT116	SSR3	TRUE
HCT116	TIPARP	TRUE
HCT116	LINC00886	TRUE
HCT116	LEKR1	TRUE
HCT116	LINC02029	TRUE
HCT116	LINC00881	TRUE
HCT116	LINC00880	TRUE
HCT116	CCNL1	TRUE
HCT116	PTX3	TRUE
HCT116	VEPH1	TRUE
HCT116	PQLC2L	TRUE
HCT116	SHOX2	TRUE
HCT116	RSRC1	TRUE
HCT116	MLF1	TRUE
HCT116	GFM1	TRUE
HCT116	LXN	TRUE
HCT116	MFSD1	TRUE
HCT116	IQCJ-SCHIP1	TRUE
HCT116	IQCJ	TRUE
HCT116	SCHIP1	TRUE
HCT116	IL12A	TRUE
HCT116	C3orf80	TRUE
HCT116	SMC4	TRUE
HCT116	IFT80	TRUE
HCT116	TRIM59	TRUE
HCT116	KPNA4	TRUE
HCT116	ARL14	TRUE
HCT116	B3GALNT1	TRUE
HCT116	NMD3	TRUE
HCT116	SPTSSB	TRUE
HCT116	LINC02067	TRUE
HCT116	LINC01192	TRUE
HCT116	LINC01322	TRUE
HCT116	ZBBX	TRUE
HCT116	LINC01327	TRUE
HCT116	PDCD10	TRUE
HCT116	SERPINI1	TRUE
HCT116	GOLIM4	TRUE
HCT116	MECOM	TRUE
HCT116	TERC	TRUE
HCT116	ACTRT3	TRUE
HCT116	MYNN	TRUE
HCT116	SEC62	TRUE
HCT116	GPR160	TRUE
HCT116	PHC3	TRUE
HCT116	PRKCI	TRUE
HCT116	SKIL	TRUE
HCT116	RPL22L1	TRUE
HCT116	EIF5A2	TRUE
HCT116	SLC2A2	TRUE
HCT116	TNIK	TRUE
HCT116	PLD1	TRUE
HCT116	TMEM212	TRUE
HCT116	FNDC3B	TRUE
HCT116	NCEH1	TRUE
HCT116	ECT2	TRUE
HCT116	NAALADL2	TRUE
HCT116	TBL1XR1	TRUE
HCT116	LINC00501	TRUE
HCT116	LINC00578	TRUE
HCT116	LINC02015	TRUE
HCT116	ZMAT3	TRUE
HCT116	PIK3CA	TRUE
HCT116	ZNF639	TRUE
HCT116	MFN1	TRUE
HCT116	ACTL6A	TRUE
HCT116	MRPL47	TRUE
HCT116	NDUFB5	TRUE
HCT116	USP13	TRUE
HCT116	TTC14	TRUE
HCT116	CCDC39	TRUE
HCT116	FXR1	TRUE
HCT116	DNAJC19	TRUE
HCT116	SOX2	TRUE
HCT116	ATP11B	TRUE
HCT116	DCUN1D1	TRUE
HCT116	MCCC1	TRUE
HCT116	LAMP3	TRUE
HCT116	B3GNT5	TRUE
HCT116	MCF2L2	TRUE
HCT116	KLHL6	TRUE
HCT116	KLHL24	TRUE
HCT116	YEATS2	TRUE
HCT116	MAP6D1	TRUE
HCT116	PARL	TRUE
HCT116	ABCC5	TRUE
HCT116	HTR3D	TRUE
HCT116	HTR3C	TRUE
HCT116	EIF2B5	TRUE
HCT116	DVL3	TRUE
HCT116	AP2M1	TRUE
HCT116	ABCF3	TRUE
HCT116	ALG3	TRUE
HCT116	CAMK2N2	TRUE
HCT116	PSMD2	TRUE
HCT116	EIF4G1	TRUE
HCT116	FAM131A	TRUE
HCT116	CLCN2	TRUE
HCT116	POLR2H	TRUE
HCT116	THPO	TRUE
HCT116	CHRD	TRUE
HCT116	EPHB3	TRUE
HCT116	MAGEF1	TRUE
HCT116	VPS8	TRUE
HCT116	EHHADH	TRUE
HCT116	MAP3K13	TRUE
HCT116	TMEM41A	TRUE
HCT116	LIPH	TRUE
HCT116	SENP2	TRUE
HCT116	IGF2BP2	TRUE
HCT116	TRA2B	TRUE
HCT116	ETV5	TRUE
HCT116	DGKG	TRUE
HCT116	TBCCD1	TRUE
HCT116	DNAJB11	TRUE
HCT116	FETUB	TRUE
HCT116	EIF4A2	TRUE
HCT116	RFC4	TRUE
HCT116	ADIPOQ	TRUE
HCT116	ST6GAL1	TRUE
HCT116	RPL39L	TRUE
HCT116	MASP1	TRUE
HCT116	SST	TRUE
HCT116	BCL6	TRUE
HCT116	LINC01991	TRUE
HCT116	FLJ42393	TRUE
HCT116	LPP	TRUE
HCT116	TPRG1-AS1	TRUE
HCT116	TPRG1	TRUE
HCT116	P3H2	TRUE
HCT116	CLDN1	TRUE
HCT116	CLDN16	TRUE
HCT116	IL1RAP	TRUE
HCT116	GMNC	TRUE
HCT116	CCDC50	TRUE
HCT116	UTS2B	TRUE
HCT116	FGF12	TRUE
HCT116	MB21D2	TRUE
HCT116	ATP13A4	TRUE
HCT116	OPA1	TRUE
HCT116	LINC02026	TRUE
HCT116	LINC02028	TRUE
HCT116	HES1	TRUE
HCT116	LINC00887	TRUE
HCT116	LRRC15	TRUE
HCT116	GP5	TRUE
HCT116	ATP13A3	TRUE
HCT116	TMEM44	TRUE
HCT116	LSG1	TRUE
HCT116	FAM43A	TRUE
HCT116	LINC01968	TRUE
HCT116	XXYLT1	TRUE
HCT116	ACAP2	TRUE
HCT116	PPP1R2	TRUE
HCT116	APOD	TRUE
HCT116	MUC20	TRUE
HCT116	LINC01983	TRUE
HCT116	TNK2	TRUE
HCT116	TFRC	TRUE
HCT116	SLC51A	TRUE
HCT116	PCYT1A	TRUE
HCT116	TCTEX1D2	TRUE
HCT116	TM4SF19-TCTEX1D2	TRUE
HCT116	TM4SF19	TRUE
HCT116	UBXN7	TRUE
HCT116	RNF168	TRUE
HCT116	WDR53	TRUE
HCT116	FBXO45	TRUE
HCT116	CEP19	TRUE
HCT116	PIGX	TRUE
HCT116	PAK2	TRUE
HCT116	SENP5	TRUE
HCT116	NCBP2	TRUE
HCT116	NCBP2-AS2	TRUE
HCT116	PIGZ	TRUE
HCT116	MELTF	TRUE
HCT116	DLG1	TRUE
HCT116	LINC02012	TRUE
HCT116	BDH1	TRUE
HCT116	RUBCN	TRUE
HCT116	FYTTD1	TRUE
HCT116	LRCH3	TRUE
HCT116	RPL35A	TRUE
HCT116	IQCG	TRUE
HCT116	LMLN	TRUE
HCT116	MSX1	TRUE
HCT116	STX18	TRUE
HCT116	ZBTB49	TRUE
HCT116	LYAR	TRUE
HCT116	TMEM128	TRUE
HCT116	ADRA2C	TRUE
HCT116	LRPAP1	TRUE
HCT116	DOK7	TRUE
HCT116	HGFAC	TRUE
HCT116	MSANTD1	TRUE
HCT116	HTT	TRUE
HCT116	GRK4	TRUE
HCT116	NOP14	TRUE
HCT116	MFSD10	TRUE
HCT116	ADD1	TRUE
HCT116	SH3BP2	TRUE
HCT116	TNIP2	TRUE
HCT116	RNF4	TRUE
HCT116	CFAP99	TRUE
HCT116	ZFYVE28	TRUE
HCT116	MXD4	TRUE
HCT116	POLN	TRUE
HCT116	HAUS3	TRUE
HCT116	NAT8L	TRUE
HCT116	C4orf48	TRUE
HCT116	NELFA	TRUE
HCT116	LETM1	TRUE
HCT116	FGFR3	TRUE
HCT116	TACC3	TRUE
HCT116	TMEM129	TRUE
HCT116	SLBP	TRUE
HCT116	FAM53A	TRUE
HCT116	UVSSA	TRUE
HCT116	MAEA	TRUE
HCT116	CTBP1	TRUE
HCT116	FGFRL1	TRUE
HCT116	IDUA	TRUE
HCT116	DGKQ	TRUE
HCT116	GAK	TRUE
HCT116	TMEM175	TRUE
HCT116	CPLX1	TRUE
HCT116	PCGF3	TRUE
HCT116	MFSD7	TRUE
HCT116	MYL5	TRUE
HCT116	ATP5I	TRUE
HCT116	PIGG	TRUE
HCT116	ZNF721	TRUE
HCT116	JAKMIP1	TRUE
HCT116	WFS1	TRUE
HCT116	PPP2R2C	TRUE
HCT116	MAN2B2	TRUE
HCT116	MRFAP1	TRUE
HCT116	S100P	TRUE
HCT116	MRFAP1L1	TRUE
HCT116	BLOC1S4	TRUE
HCT116	KIAA0232	TRUE
HCT116	TBC1D14	TRUE
HCT116	CCDC96	TRUE
HCT116	TADA2B	TRUE
HCT116	GRPEL1	TRUE
HCT116	SORCS2	TRUE
HCT116	PSAPL1	TRUE
HCT116	AFAP1	TRUE
HCT116	ABLIM2	TRUE
HCT116	SH3TC1	TRUE
HCT116	ACOX3	TRUE
HCT116	TRMT44	TRUE
HCT116	GPR78	TRUE
HCT116	WDR1	TRUE
HCT116	ZNF518B	TRUE
HCT116	HS3ST1	TRUE
HCT116	RAB28	TRUE
HCT116	LINC01097	TRUE
HCT116	NKX3-2	TRUE
HCT116	LINC01096	TRUE
HCT116	BOD1L1	TRUE
HCT116	LINC01182	TRUE
HCT116	CPEB2-AS1	TRUE
HCT116	CPEB2	TRUE
HCT116	CC2D2A	TRUE
HCT116	FBXL5	TRUE
HCT116	FAM200B	TRUE
HCT116	CD38	TRUE
HCT116	FGFBP1	TRUE
HCT116	FGFBP2	TRUE
HCT116	TAPT1	TRUE
HCT116	LDB2	TRUE
HCT116	QDPR	TRUE
HCT116	LAP3	TRUE
HCT116	MED28	TRUE
HCT116	DCAF16	TRUE
HCT116	NCAPG	TRUE
HCT116	LCORL	TRUE
HCT116	SLIT2	TRUE
HCT116	PACRGL	TRUE
HCT116	ADGRA3	TRUE
HCT116	PPARGC1A	TRUE
HCT116	DHX15	TRUE
HCT116	CCDC149	TRUE
HCT116	SEPSECS	TRUE
HCT116	PI4K2B	TRUE
HCT116	ZCCHC4	TRUE
HCT116	ANAPC4	TRUE
HCT116	SEL1L3	TRUE
HCT116	SMIM20	TRUE
HCT116	RBPJ	TRUE
HCT116	CCKAR	TRUE
HCT116	TBC1D19	TRUE
HCT116	STIM2	TRUE
HCT116	ARAP2	TRUE
HCT116	RELL1	TRUE
HCT116	PGM2	TRUE
HCT116	TBC1D1	TRUE
HCT116	LINC01258	TRUE
HCT116	KLF3	TRUE
HCT116	KLF3-AS1	TRUE
HCT116	TLR10	TRUE
HCT116	TLR1	TRUE
HCT116	TLR6	TRUE
HCT116	FAM114A1	TRUE
HCT116	TMEM156	TRUE
HCT116	WDR19	TRUE
HCT116	RFC1	TRUE
HCT116	RPL9	TRUE
HCT116	LIAS	TRUE
HCT116	UGDH	TRUE
HCT116	SMIM14	TRUE
HCT116	UBE2K	TRUE
HCT116	PDS5A	TRUE
HCT116	N4BP2	TRUE
HCT116	RHOH	TRUE
HCT116	CHRNA9	TRUE
HCT116	RBM47	TRUE
HCT116	APBB2	TRUE
HCT116	LIMCH1	TRUE
HCT116	LINC00682	TRUE
HCT116	TMEM33	TRUE
HCT116	SLC30A9	TRUE
HCT116	ATP8A1	TRUE
HCT116	GUF1	TRUE
HCT116	GNPDA2	TRUE
HCT116	COMMD8	TRUE
HCT116	ATP10D	TRUE
HCT116	NFXL1	TRUE
HCT116	NIPAL1	TRUE
HCT116	TEC	TRUE
HCT116	SLAIN2	TRUE
HCT116	SLC10A4	TRUE
HCT116	FRYL	TRUE
HCT116	OCIAD1	TRUE
HCT116	OCIAD2	TRUE
HCT116	DCUN1D4	TRUE
HCT116	LRRC66	TRUE
HCT116	SGCB	TRUE
HCT116	SPATA18	TRUE
HCT116	USP46	TRUE
HCT116	USP46-AS1	TRUE
HCT116	DANCR	TRUE
HCT116	ERVMER34-1	TRUE
HCT116	RASL11B	TRUE
HCT116	SCFD2	TRUE
HCT116	FIP1L1	TRUE
HCT116	LNX1	TRUE
HCT116	CHIC2	TRUE
HCT116	PDGFRA	TRUE
HCT116	KIT	TRUE
HCT116	SRD5A3	TRUE
HCT116	SRD5A3-AS1	TRUE
HCT116	TMEM165	TRUE
HCT116	CLOCK	TRUE
HCT116	NMU	TRUE
HCT116	EXOC1	TRUE
HCT116	CEP135	TRUE
HCT116	AASDH	TRUE
HCT116	PPAT	TRUE
HCT116	PAICS	TRUE
HCT116	SRP72	TRUE
HCT116	THEGL	TRUE
HCT116	HOPX	TRUE
HCT116	SPINK2	TRUE
HCT116	REST	TRUE
HCT116	NOA1	TRUE
HCT116	POLR2B	TRUE
HCT116	CENPC	TRUE
HCT116	UBA6	TRUE
HCT116	TMPRSS11D	TRUE
HCT116	TMPRSS11A	TRUE
HCT116	TMPRSS11F	TRUE
HCT116	YTHDC1	TRUE
HCT116	TMPRSS11E	TRUE
HCT116	SULT1B1	TRUE
HCT116	STATH	TRUE
HCT116	JCHAIN	TRUE
HCT116	UTP3	TRUE
HCT116	RUFY3	TRUE
HCT116	GRSF1	TRUE
HCT116	MOB1B	TRUE
HCT116	DCK	TRUE
HCT116	SLC4A4	TRUE
HCT116	COX18	TRUE
HCT116	ANKRD17	TRUE
HCT116	RASSF6	TRUE
HCT116	CXCL8	TRUE
HCT116	CXCL1	TRUE
HCT116	PPBP	TRUE
HCT116	CXCL3	TRUE
HCT116	CXCL2	TRUE
HCT116	MTHFD2L	TRUE
HCT116	EPGN	TRUE
HCT116	EREG	TRUE
HCT116	BTC	TRUE
HCT116	PARM1	TRUE
HCT116	RCHY1	TRUE
HCT116	THAP6	TRUE
HCT116	C4orf26	TRUE
HCT116	CDKL2	TRUE
HCT116	G3BP2	TRUE
HCT116	USO1	TRUE
HCT116	NAAA	TRUE
HCT116	SDAD1	TRUE
HCT116	CXCL9	TRUE
HCT116	CXCL10	TRUE
HCT116	NUP54	TRUE
HCT116	SCARB2	TRUE
HCT116	FAM47E	TRUE
HCT116	FAM47E-STBD1	TRUE
HCT116	STBD1	TRUE
HCT116	SHROOM3	TRUE
HCT116	SOWAHB	TRUE
HCT116	SEPT11	TRUE
HCT116	CCNI	TRUE
HCT116	CCNG2	TRUE
HCT116	CNOT6L	TRUE
HCT116	MRPL1	TRUE
HCT116	FRAS1	TRUE
HCT116	ANXA3	TRUE
HCT116	LINC01094	TRUE
HCT116	BMP2K	TRUE
HCT116	PAQR3	TRUE
HCT116	ANTXR2	TRUE
HCT116	C4orf22	TRUE
HCT116	PRKG2	TRUE
HCT116	RASGEF1B	TRUE
HCT116	HNRNPD	TRUE
HCT116	HNRNPDL	TRUE
HCT116	ENOPH1	TRUE
HCT116	TMEM150C	TRUE
HCT116	LINC00575	TRUE
HCT116	SCD5	TRUE
HCT116	SEC31A	TRUE
HCT116	THAP9	TRUE
HCT116	LIN54	TRUE
HCT116	COPS4	TRUE
HCT116	PLAC8	TRUE
HCT116	COQ2	TRUE
HCT116	HPSE	TRUE
HCT116	HELQ	TRUE
HCT116	MRPS18C	TRUE
HCT116	FAM175A	TRUE
HCT116	GPAT3	TRUE
HCT116	NKX6-1	TRUE
HCT116	CDS1	TRUE
HCT116	WDFY3	TRUE
HCT116	WDFY3-AS2	TRUE
HCT116	ARHGAP24	TRUE
HCT116	MAPK10	TRUE
HCT116	PTPN13	TRUE
HCT116	SLC10A6	TRUE
HCT116	C4orf36	TRUE
HCT116	AFF1	TRUE
HCT116	KLHL8	TRUE
HCT116	HSD17B11	TRUE
HCT116	NUDT9	TRUE
HCT116	SPARCL1	TRUE
HCT116	SPP1	TRUE
HCT116	PKD2	TRUE
HCT116	ABCG2	TRUE
HCT116	PPM1K	TRUE
HCT116	HERC6	TRUE
HCT116	HERC5	TRUE
HCT116	PYURF	TRUE
HCT116	PIGY	TRUE
HCT116	HERC3	TRUE
HCT116	NAP1L5	TRUE
HCT116	FAM13A	TRUE
HCT116	TIGD2	TRUE
HCT116	GPRIN3	TRUE
HCT116	SNCA	TRUE
HCT116	GRID2	TRUE
HCT116	ATOH1	TRUE
HCT116	SMARCAD1	TRUE
HCT116	HPGDS	TRUE
HCT116	PDLIM5	TRUE
HCT116	STPG2	TRUE
HCT116	RAP1GDS1	TRUE
HCT116	TSPAN5	TRUE
HCT116	EIF4E	TRUE
HCT116	METAP1	TRUE
HCT116	ADH5	TRUE
HCT116	ADH7	TRUE
HCT116	TRMT10A	TRUE
HCT116	MTTP	TRUE
HCT116	DAPP1	TRUE
HCT116	LAMTOR3	TRUE
HCT116	DNAJB14	TRUE
HCT116	H2AFZ	TRUE
HCT116	DDIT4L	TRUE
HCT116	PPP3CA	TRUE
HCT116	FLJ20021	TRUE
HCT116	BANK1	TRUE
HCT116	SLC39A8	TRUE
HCT116	NFKB1	TRUE
HCT116	MANBA	TRUE
HCT116	UBE2D3	TRUE
HCT116	CISD2	TRUE
HCT116	SLC9B1	TRUE
HCT116	SLC9B2	TRUE
HCT116	BDH2	TRUE
HCT116	CENPE	TRUE
HCT116	CXXC4	TRUE
HCT116	TET2	TRUE
HCT116	PPA2	TRUE
HCT116	ARHGEF38	TRUE
HCT116	INTS12	TRUE
HCT116	GSTCD	TRUE
HCT116	NPNT	TRUE
HCT116	AIMP1	TRUE
HCT116	TBCK	TRUE
HCT116	PAPSS1	TRUE
HCT116	CYP2U1	TRUE
HCT116	HADH	TRUE
HCT116	RPL34-AS1	TRUE
HCT116	RPL34	TRUE
HCT116	OSTC	TRUE
HCT116	SEC24B	TRUE
HCT116	MCUB	TRUE
HCT116	CASP6	TRUE
HCT116	PLA2G12A	TRUE
HCT116	CFI	TRUE
HCT116	GAR1	TRUE
HCT116	RRH	TRUE
HCT116	LRIT3	TRUE
HCT116	EGF	TRUE
HCT116	ELOVL6	TRUE
HCT116	C4orf32	TRUE
HCT116	AP1AR	TRUE
HCT116	TIFA	TRUE
HCT116	ALPK1	TRUE
HCT116	NEUROG2	TRUE
HCT116	LARP7	TRUE
HCT116	ZGRF1	TRUE
HCT116	ANK2	TRUE
HCT116	CAMK2D	TRUE
HCT116	ARSJ	TRUE
HCT116	UGT8	TRUE
HCT116	NDST4	TRUE
HCT116	NDST3	TRUE
HCT116	SNHG8	TRUE
HCT116	PRSS12	TRUE
HCT116	METTL14	TRUE
HCT116	SEC24D	TRUE
HCT116	SYNPO2	TRUE
HCT116	MYOZ2	TRUE
HCT116	USP53	TRUE
HCT116	C4orf3	TRUE
HCT116	PDE5A	TRUE
HCT116	MAD2L1	TRUE
HCT116	PRDM5	TRUE
HCT116	NDNF	TRUE
HCT116	ANXA5	TRUE
HCT116	EXOSC9	TRUE
HCT116	CCNA2	TRUE
HCT116	BBS7	TRUE
HCT116	ADAD1	TRUE
HCT116	IL2	TRUE
HCT116	IL21	TRUE
HCT116	BBS12	TRUE
HCT116	FGF2	TRUE
HCT116	NUDT6	TRUE
HCT116	SPATA5	TRUE
HCT116	SPRY1	TRUE
HCT116	ANKRD50	TRUE
HCT116	FAT4	TRUE
HCT116	INTU	TRUE
HCT116	HSPA4L	TRUE
HCT116	PLK4	TRUE
HCT116	ABHD18	TRUE
HCT116	MFSD8	TRUE
HCT116	LARP1B	TRUE
HCT116	PGRMC2	TRUE
HCT116	JADE1	TRUE
HCT116	SCLT1	TRUE
HCT116	C4orf33	TRUE
HCT116	SLC7A11	TRUE
HCT116	NOCT	TRUE
HCT116	ELF2	TRUE
HCT116	NAA15	TRUE
HCT116	NDUFC1	TRUE
HCT116	RAB33B	TRUE
HCT116	SETD7	TRUE
HCT116	MGST2	TRUE
HCT116	MAML3	TRUE
HCT116	SCOC	TRUE
HCT116	CLGN	TRUE
HCT116	ELMOD2	TRUE
HCT116	TBC1D9	TRUE
HCT116	RNF150	TRUE
HCT116	ZNF330	TRUE
HCT116	IL15	TRUE
HCT116	INPP4B	TRUE
HCT116	USP38	TRUE
HCT116	GAB1	TRUE
HCT116	SMARCA5	TRUE
HCT116	ABCE1	TRUE
HCT116	ANAPC10	TRUE
HCT116	SMAD1	TRUE
HCT116	MMAA	TRUE
HCT116	C4orf51	TRUE
HCT116	ZNF827	TRUE
HCT116	LINC01095	TRUE
HCT116	LSM6	TRUE
HCT116	SLC10A7	TRUE
HCT116	TTC29	TRUE
HCT116	EDNRA	TRUE
HCT116	TMEM184C	TRUE
HCT116	PRMT9	TRUE
HCT116	ARHGAP10	TRUE
HCT116	NR3C2	TRUE
HCT116	DCLK2	TRUE
HCT116	LRBA	TRUE
HCT116	RPS3A	TRUE
HCT116	SH3D19	TRUE
HCT116	PRSS48	TRUE
HCT116	FAM160A1	TRUE
HCT116	GATB	TRUE
HCT116	FBXW7	TRUE
HCT116	TMEM154	TRUE
HCT116	TIGD4	TRUE
HCT116	ARFIP1	TRUE
HCT116	FHDC1	TRUE
HCT116	TRIM2	TRUE
HCT116	MND1	TRUE
HCT116	KIAA0922	TRUE
HCT116	DCHS2	TRUE
HCT116	PLRG1	TRUE
HCT116	LRAT	TRUE
HCT116	RBM46	TRUE
HCT116	CTSO	TRUE
HCT116	PDGFC	TRUE
HCT116	FAM198B	TRUE
HCT116	TMEM144	TRUE
HCT116	RXFP1	TRUE
HCT116	ETFDH	TRUE
HCT116	C4orf46	TRUE
HCT116	PPID	TRUE
HCT116	FNIP2	TRUE
HCT116	RAPGEF2	TRUE
HCT116	NAF1	TRUE
HCT116	NPY1R	TRUE
HCT116	TMA16	TRUE
HCT116	TMEM192	TRUE
HCT116	KLHL2	TRUE
HCT116	MSMO1	TRUE
HCT116	CPE	TRUE
HCT116	LINC01179	TRUE
HCT116	TLL1	TRUE
HCT116	SPOCK3	TRUE
HCT116	ANXA10	TRUE
HCT116	DDX60	TRUE
HCT116	DDX60L	TRUE
HCT116	PALLD	TRUE
HCT116	CBR4	TRUE
HCT116	SH3RF1	TRUE
HCT116	NEK1	TRUE
HCT116	CLCN3	TRUE
HCT116	HPF1	TRUE
HCT116	MFAP3L	TRUE
HCT116	AADAT	TRUE
HCT116	LINC01612	TRUE
HCT116	GALNT7	TRUE
HCT116	HMGB2	TRUE
HCT116	SAP30	TRUE
HCT116	SCRG1	TRUE
HCT116	CEP44	TRUE
HCT116	FBXO8	TRUE
HCT116	HPGD	TRUE
HCT116	GLRA3	TRUE
HCT116	GPM6A	TRUE
HCT116	SPATA4	TRUE
HCT116	SPCS3	TRUE
HCT116	NEIL3	TRUE
HCT116	AGA	TRUE
HCT116	LINC01098	TRUE
HCT116	LINC01099	TRUE
HCT116	TENM3	TRUE
HCT116	DCTD	TRUE
HCT116	WWC2-AS2	TRUE
HCT116	WWC2	TRUE
HCT116	CLDN22	TRUE
HCT116	CDKN2AIP	TRUE
HCT116	ING2	TRUE
HCT116	RWDD4	TRUE
HCT116	TRAPPC11	TRUE
HCT116	IRF2	TRUE
HCT116	CASP3	TRUE
HCT116	PRIMPOL	TRUE
HCT116	CENPU	TRUE
HCT116	ACSL1	TRUE
HCT116	LINC01093	TRUE
HCT116	SLC25A4	TRUE
HCT116	CFAP97	TRUE
HCT116	SNX25	TRUE
HCT116	LRP2BP	TRUE
HCT116	ANKRD37	TRUE
HCT116	UFSP2	TRUE
HCT116	CCDC110	TRUE
HCT116	PDLIM3	TRUE
HCT116	SORBS2	TRUE
HCT116	TLR3	TRUE
HCT116	FAM149A	TRUE
HCT116	FLJ38576	TRUE
HCT116	CYP4V2	TRUE
HCT116	F11	TRUE
HCT116	MTNR1A	TRUE
HCT116	FAT1	TRUE
HCT116	TRIML2	TRUE
HCT116	FRG1	TRUE
HCT116	IRX4	TRUE
HCT116	NDUFS6	TRUE
HCT116	MRPL36	TRUE
HCT116	LPCAT1	TRUE
HCT116	LINC01511	TRUE
HCT116	CLPTM1L	TRUE
HCT116	TERT	TRUE
HCT116	SLC12A7	TRUE
HCT116	NKD2	TRUE
HCT116	TRIP13	TRUE
HCT116	BRD9	TRUE
HCT116	TPPP	TRUE
HCT116	CEP72	TRUE
HCT116	SLC9A3-AS1	TRUE
HCT116	EXOC3	TRUE
HCT116	PDCD6	TRUE
HCT116	SDHA	TRUE
HCT116	CCDC127	TRUE
HCT116	ICE1	TRUE
HCT116	MED10	TRUE
HCT116	SRD5A1	TRUE
HCT116	NSUN2	TRUE
HCT116	LINC02102	TRUE
HCT116	PAPD7	TRUE
HCT116	C5orf49	TRUE
HCT116	FASTKD3	TRUE
HCT116	MTRR	TRUE
HCT116	FAM173B	TRUE
HCT116	CCT5	TRUE
HCT116	CMBL	TRUE
HCT116	MARCH6	TRUE
HCT116	ROPN1L	TRUE
HCT116	LINC02212	TRUE
HCT116	LINC02213	TRUE
HCT116	ANKRD33B	TRUE
HCT116	DAP	TRUE
HCT116	TRIO	TRUE
HCT116	FAM105A	TRUE
HCT116	OTULIN	TRUE
HCT116	ANKH	TRUE
HCT116	ZNF622	TRUE
HCT116	FAM134B	TRUE
HCT116	MYO10	TRUE
HCT116	LINC02217	TRUE
HCT116	LINC01021	TRUE
HCT116	DROSHA	TRUE
HCT116	C5orf22	TRUE
HCT116	PDZD2	TRUE
HCT116	GOLPH3	TRUE
HCT116	MTMR12	TRUE
HCT116	ZFR	TRUE
HCT116	SUB1	TRUE
HCT116	TARS	TRUE
HCT116	AMACR	TRUE
HCT116	C1QTNF3	TRUE
HCT116	RAI14	TRUE
HCT116	TTC23L	TRUE
HCT116	RAD1	TRUE
HCT116	BRIX1	TRUE
HCT116	DNAJC21	TRUE
HCT116	SPEF2	TRUE
HCT116	IL7R	TRUE
HCT116	CAPSL	TRUE
HCT116	UGT3A2	TRUE
HCT116	LMBRD2	TRUE
HCT116	SKP2	TRUE
HCT116	NADK2	TRUE
HCT116	RANBP3L	TRUE
HCT116	SLC1A3	TRUE
HCT116	NIPBL	TRUE
HCT116	C5orf42	TRUE
HCT116	NUP155	TRUE
HCT116	WDR70	TRUE
HCT116	GDNF	TRUE
HCT116	LIFR	TRUE
HCT116	OSMR-AS1	TRUE
HCT116	OSMR	TRUE
HCT116	RICTOR	TRUE
HCT116	FYB	TRUE
HCT116	DAB2	TRUE
HCT116	PTGER4	TRUE
HCT116	TTC33	TRUE
HCT116	PRKAA1	TRUE
HCT116	RPL37	TRUE
HCT116	CARD6	TRUE
HCT116	OXCT1-AS1	TRUE
HCT116	OXCT1	TRUE
HCT116	C5orf51	TRUE
HCT116	FBXO4	TRUE
HCT116	GHR	TRUE
HCT116	SELENOP	TRUE
HCT116	ANXA2R	TRUE
HCT116	ZNF131	TRUE
HCT116	HMGCS1	TRUE
HCT116	CCL28	TRUE
HCT116	TMEM267	TRUE
HCT116	C5orf34	TRUE
