cell_type	gene	expressed
BJAB	PSMB5	TRUE
BJAB	CDH24	TRUE
BJAB	C14orf119	TRUE
BJAB	ACIN1	TRUE
BJAB	CEBPE	TRUE
BJAB	SLC7A8	TRUE
BJAB	RNF212B	TRUE
BJAB	HOMEZ	TRUE
BJAB	PPP1R3E	TRUE
BJAB	BCL2L2	TRUE
BJAB	BCL2L2-PABPN1	TRUE
BJAB	PABPN1	TRUE
BJAB	SLC22A17	TRUE
BJAB	EFS	TRUE
BJAB	NGDN	TRUE
BJAB	ZFHX2	TRUE
BJAB	THTPA	TRUE
BJAB	AP1G2	TRUE
BJAB	JPH4	TRUE
BJAB	DHRS4	TRUE
BJAB	CARMIL3	TRUE
BJAB	CPNE6	TRUE
BJAB	PCK2	TRUE
BJAB	DCAF11	TRUE
BJAB	PSME1	TRUE
BJAB	EMC9	TRUE
BJAB	PSME2	TRUE
BJAB	RNF31	TRUE
BJAB	IRF9	TRUE
BJAB	REC8	TRUE
BJAB	IPO4	TRUE
BJAB	TM9SF1	TRUE
BJAB	CHMP4A	TRUE
BJAB	MDP1	TRUE
BJAB	NEDD8	TRUE
BJAB	NEDD8-MDP1	TRUE
BJAB	GMPR2	TRUE
BJAB	TINF2	TRUE
BJAB	RABGGTA	TRUE
BJAB	DHRS1	TRUE
BJAB	NOP9	TRUE
BJAB	LTB4R2	TRUE
BJAB	CIDEB	TRUE
BJAB	LTB4R	TRUE
BJAB	ADCY4	TRUE
BJAB	RIPK3	TRUE
BJAB	NFATC4	TRUE
BJAB	NYNRIN	TRUE
BJAB	CBLN3	TRUE
BJAB	KHNYN	TRUE
BJAB	SDR39U1	TRUE
BJAB	STXBP6	TRUE
BJAB	FOXG1	TRUE
BJAB	PRKD1	TRUE
BJAB	G2E3	TRUE
BJAB	SCFD1	TRUE
BJAB	COCH	TRUE
BJAB	AP4S1	TRUE
BJAB	STRN3	TRUE
BJAB	HECTD1	TRUE
BJAB	HEATR5A	TRUE
BJAB	DTD2	TRUE
BJAB	NUBPL	TRUE
BJAB	ARHGAP5	TRUE
BJAB	NPAS3	TRUE
BJAB	EGLN3	TRUE
BJAB	SPTSSA	TRUE
BJAB	EAPP	TRUE
BJAB	SNX6	TRUE
BJAB	CFL2	TRUE
BJAB	BAZ1A	TRUE
BJAB	SRP54	TRUE
BJAB	FAM177A1	TRUE
BJAB	KIAA0391	TRUE
BJAB	PPP2R3C	TRUE
BJAB	PSMA6	TRUE
BJAB	NFKBIA	TRUE
BJAB	INSM2	TRUE
BJAB	RALGAPA1	TRUE
BJAB	BRMS1L	TRUE
BJAB	MBIP	TRUE
BJAB	SFTA3	TRUE
BJAB	NKX2-1	TRUE
BJAB	NKX2-8	TRUE
BJAB	PAX9	TRUE
BJAB	MIPOL1	TRUE
BJAB	FOXA1	TRUE
BJAB	TTC6	TRUE
BJAB	SEC23A	TRUE
BJAB	GEMIN2	TRUE
BJAB	TRAPPC6B	TRUE
BJAB	PNN	TRUE
BJAB	MIA2	TRUE
BJAB	FBXO33	TRUE
BJAB	LRFN5	TRUE
BJAB	C14orf28	TRUE
BJAB	KLHL28	TRUE
BJAB	TOGARAM1	TRUE
BJAB	PRPF39	TRUE
BJAB	FKBP3	TRUE
BJAB	FANCM	TRUE
BJAB	MIS18BP1	TRUE
BJAB	RPS29	TRUE
BJAB	LRR1	TRUE
BJAB	RPL36AL	TRUE
BJAB	MGAT2	TRUE
BJAB	DNAAF2	TRUE
BJAB	POLE2	TRUE
BJAB	KLHDC1	TRUE
BJAB	KLHDC2	TRUE
BJAB	NEMF	TRUE
BJAB	ARF6	TRUE
BJAB	VCPKMT	TRUE
BJAB	SOS2	TRUE
BJAB	L2HGDH	TRUE
BJAB	ATP5S	TRUE
BJAB	CDKL1	TRUE
BJAB	MAP4K5	TRUE
BJAB	ATL1	TRUE
BJAB	SAV1	TRUE
BJAB	NIN	TRUE
BJAB	ABHD12B	TRUE
BJAB	PYGL	TRUE
BJAB	TRIM9	TRUE
BJAB	TMX1	TRUE
BJAB	FRMD6	TRUE
BJAB	GNG2	TRUE
BJAB	C14orf166	TRUE
BJAB	NID2	TRUE
BJAB	PTGDR	TRUE
BJAB	PTGER2	TRUE
BJAB	TXNDC16	TRUE
BJAB	GPR137C	TRUE
BJAB	ERO1A	TRUE
BJAB	PSMC6	TRUE
BJAB	STYX	TRUE
BJAB	GNPNAT1	TRUE
BJAB	FERMT2	TRUE
BJAB	DDHD1	TRUE
BJAB	BMP4	TRUE
BJAB	CDKN3	TRUE
BJAB	CNIH1	TRUE
BJAB	GMFB	TRUE
BJAB	CGRRF1	TRUE
BJAB	SAMD4A	TRUE
BJAB	GCH1	TRUE
BJAB	WDHD1	TRUE
BJAB	SOCS4	TRUE
BJAB	MAPK1IP1L	TRUE
BJAB	LGALS3	TRUE
BJAB	DLGAP5	TRUE
BJAB	FBXO34	TRUE
BJAB	ATG14	TRUE
BJAB	KTN1	TRUE
BJAB	PELI2	TRUE
BJAB	TMEM260	TRUE
BJAB	AP5M1	TRUE
BJAB	EXOC5	TRUE
BJAB	NAA30	TRUE
BJAB	C14orf37	TRUE
BJAB	ACTR10	TRUE
BJAB	PSMA3	TRUE
BJAB	ARID4A	TRUE
BJAB	TOMM20L	TRUE
BJAB	TIMM9	TRUE
BJAB	KIAA0586	TRUE
BJAB	DACT1	TRUE
BJAB	GPR135	TRUE
BJAB	L3HYPDH	TRUE
BJAB	JKAMP	TRUE
BJAB	CCDC175	TRUE
BJAB	RTN1	TRUE
BJAB	LRRC9	TRUE
BJAB	PCNX4	TRUE
BJAB	DHRS7	TRUE
BJAB	PPM1A	TRUE
BJAB	SIX1	TRUE
BJAB	SIX4	TRUE
BJAB	MNAT1	TRUE
BJAB	TRMT5	TRUE
BJAB	SLC38A6	TRUE
BJAB	TMEM30B	TRUE
BJAB	PRKCH	TRUE
BJAB	FLJ22447	TRUE
BJAB	HIF1A	TRUE
BJAB	HIF1A-AS1	TRUE
BJAB	SNAPC1	TRUE
BJAB	PPP2R5E	TRUE
BJAB	WDR89	TRUE
BJAB	SGPP1	TRUE
BJAB	SYNE2	TRUE
BJAB	MTHFD1	TRUE
BJAB	AKAP5	TRUE
BJAB	ZBTB1	TRUE
BJAB	ZBTB25	TRUE
BJAB	HSPA2	TRUE
BJAB	PPP1R36	TRUE
BJAB	PLEKHG3	TRUE
BJAB	SPTB	TRUE
BJAB	CHURC1-FNTB	TRUE
BJAB	CHURC1	TRUE
BJAB	RAB15	TRUE
BJAB	FNTB	TRUE
BJAB	MAX	TRUE
BJAB	GPHN	TRUE
BJAB	MPP5	TRUE
BJAB	ATP6V1D	TRUE
BJAB	EIF2S1	TRUE
BJAB	PLEK2	TRUE
BJAB	TMEM229B	TRUE
BJAB	PLEKHH1	TRUE
BJAB	PIGH	TRUE
BJAB	ARG2	TRUE
BJAB	VTI1B	TRUE
BJAB	RDH11	TRUE
BJAB	ZFYVE26	TRUE
BJAB	RAD51B	TRUE
BJAB	ZFP36L1	TRUE
BJAB	ACTN1	TRUE
BJAB	DCAF5	TRUE
BJAB	EXD2	TRUE
BJAB	GALNT16	TRUE
BJAB	ERH	TRUE
BJAB	SLC39A9	TRUE
BJAB	PLEKHD1	TRUE
BJAB	CCDC177	TRUE
BJAB	SUSD6	TRUE
BJAB	SRSF5	TRUE
BJAB	SMOC1	TRUE
BJAB	SLC8A3	TRUE
BJAB	COX16	TRUE
BJAB	SYNJ2BP-COX16	TRUE
BJAB	SYNJ2BP	TRUE
BJAB	MED6	TRUE
BJAB	TTC9	TRUE
BJAB	MAP3K9	TRUE
BJAB	PCNX1	TRUE
BJAB	RGS6	TRUE
BJAB	DPF3	TRUE
BJAB	DCAF4	TRUE
BJAB	ZFYVE1	TRUE
BJAB	RBM25	TRUE
BJAB	PSEN1	TRUE
BJAB	PAPLN	TRUE
BJAB	NUMB	TRUE
BJAB	RIOX1	TRUE
BJAB	ACOT2	TRUE
BJAB	ACOT4	TRUE
BJAB	DNAL1	TRUE
BJAB	PNMA1	TRUE
BJAB	ELMSAN1	TRUE
BJAB	PTGR2	TRUE
BJAB	ZNF410	TRUE
BJAB	COQ6	TRUE
BJAB	FAM161B	TRUE
BJAB	ENTPD5	TRUE
BJAB	BBOF1	TRUE
BJAB	ALDH6A1	TRUE
BJAB	LIN52	TRUE
BJAB	VSX2	TRUE
BJAB	ABCD4	TRUE
BJAB	SYNDIG1L	TRUE
BJAB	NPC2	TRUE
BJAB	ISCA2	TRUE
BJAB	LTBP2	TRUE
BJAB	AREL1	TRUE
BJAB	FCF1	TRUE
BJAB	YLPM1	TRUE
BJAB	DLST	TRUE
BJAB	PGF	TRUE
BJAB	EIF2B2	TRUE
BJAB	MLH3	TRUE
BJAB	ACYP1	TRUE
BJAB	ZC2HC1C	TRUE
BJAB	NEK9	TRUE
BJAB	TMED10	TRUE
BJAB	FOS	TRUE
BJAB	LINC01220	TRUE
BJAB	JDP2	TRUE
BJAB	BATF	TRUE
BJAB	FLVCR2	TRUE
BJAB	C14orf1	TRUE
BJAB	TTLL5	TRUE
BJAB	TGFB3	TRUE
BJAB	IFT43	TRUE
BJAB	GPATCH2L	TRUE
BJAB	VASH1	TRUE
BJAB	ANGEL1	TRUE
BJAB	IRF2BPL	TRUE
BJAB	CIPC	TRUE
BJAB	ZDHHC22	TRUE
BJAB	TMEM63C	TRUE
BJAB	NGB	TRUE
BJAB	POMT2	TRUE
BJAB	GSTZ1	TRUE
BJAB	TMED8	TRUE
BJAB	SAMD15	TRUE
BJAB	VIPAS39	TRUE
BJAB	AHSA1	TRUE
BJAB	ISM2	TRUE
BJAB	SPTLC2	TRUE
BJAB	ALKBH1	TRUE
BJAB	SLIRP	TRUE
BJAB	C14orf178	TRUE
BJAB	SNW1	TRUE
BJAB	ADCK1	TRUE
BJAB	TSHR	TRUE
BJAB	GTF2A1	TRUE
BJAB	SEL1L	TRUE
BJAB	GALC	TRUE
BJAB	GPR65	TRUE
BJAB	SPATA7	TRUE
BJAB	PTPN21	TRUE
BJAB	ZC3H14	TRUE
BJAB	EML5	TRUE
BJAB	TTC8	TRUE
BJAB	FOXN3	TRUE
BJAB	EFCAB11	TRUE
BJAB	TDP1	TRUE
BJAB	KCNK13	TRUE
BJAB	PSMC1	TRUE
BJAB	NRDE2	TRUE
BJAB	CALM1	TRUE
BJAB	TTC7B	TRUE
BJAB	RPS6KA5	TRUE
BJAB	C14orf159	TRUE
BJAB	GPR68	TRUE
BJAB	CCDC88C	TRUE
BJAB	PPP4R3A	TRUE
BJAB	TC2N	TRUE
BJAB	FBLN5	TRUE
BJAB	TRIP11	TRUE
BJAB	ATXN3	TRUE
BJAB	NDUFB1	TRUE
BJAB	CPSF2	TRUE
BJAB	SLC24A4	TRUE
BJAB	RIN3	TRUE
BJAB	LGMN	TRUE
BJAB	GOLGA5	TRUE
BJAB	CHGA	TRUE
BJAB	ITPK1	TRUE
BJAB	MOAP1	TRUE
BJAB	TMEM251	TRUE
BJAB	UBR7	TRUE
BJAB	GON7	TRUE
BJAB	BTBD7	TRUE
BJAB	UNC79	TRUE
BJAB	PRIMA1	TRUE
BJAB	ASB2	TRUE
BJAB	OTUB2	TRUE
BJAB	DDX24	TRUE
BJAB	IFI27L1	TRUE
BJAB	IFI27L2	TRUE
BJAB	PPP4R4	TRUE
BJAB	SERPINA9	TRUE
BJAB	GSC	TRUE
BJAB	DICER1	TRUE
BJAB	CLMN	TRUE
BJAB	GLRX5	TRUE
BJAB	TCL6	TRUE
BJAB	TCL1A	TRUE
BJAB	TUNAR	TRUE
BJAB	C14orf132	TRUE
BJAB	BDKRB2	TRUE
BJAB	ATG2B	TRUE
BJAB	GSKIP	TRUE
BJAB	AK7	TRUE
BJAB	PAPOLA	TRUE
BJAB	VRK1	TRUE
BJAB	LINC00618	TRUE
BJAB	SETD3	TRUE
BJAB	CCNK	TRUE
BJAB	CCDC85C	TRUE
BJAB	HHIPL1	TRUE
BJAB	CYP46A1	TRUE
BJAB	EML1	TRUE
BJAB	EVL	TRUE
BJAB	DEGS2	TRUE
BJAB	YY1	TRUE
BJAB	SLC25A29	TRUE
BJAB	WARS	TRUE
BJAB	WDR25	TRUE
BJAB	BEGAIN	TRUE
BJAB	LINC00523	TRUE
BJAB	DLK1	TRUE
BJAB	MIR381HG	TRUE
BJAB	DIO3	TRUE
BJAB	PPP2R5C	TRUE
BJAB	DYNC1H1	TRUE
BJAB	HSP90AA1	TRUE
BJAB	WDR20	TRUE
BJAB	ZNF839	TRUE
BJAB	TECPR2	TRUE
BJAB	CINP	TRUE
BJAB	ANKRD9	TRUE
BJAB	RCOR1	TRUE
BJAB	TRAF3	TRUE
BJAB	AMN	TRUE
BJAB	CDC42BPB	TRUE
BJAB	LINC00677	TRUE
BJAB	LINC00605	TRUE
BJAB	EIF5	TRUE
BJAB	MARK3	TRUE
BJAB	CKB	TRUE
BJAB	TRMT61A	TRUE
BJAB	BAG5	TRUE
BJAB	APOPT1	TRUE
BJAB	KLC1	TRUE
BJAB	XRCC3	TRUE
BJAB	ZFYVE21	TRUE
BJAB	PPP1R13B	TRUE
BJAB	LINC00637	TRUE
BJAB	C14orf2	TRUE
BJAB	TDRD9	TRUE
BJAB	ASPG	TRUE
BJAB	KIF26A	TRUE
BJAB	TMEM179	TRUE
BJAB	INF2	TRUE
BJAB	SIVA1	TRUE
BJAB	AKT1	TRUE
BJAB	ZBTB42	TRUE
BJAB	LINC00638	TRUE
BJAB	CEP170B	TRUE
BJAB	PLD4	TRUE
BJAB	AHNAK2	TRUE
BJAB	C14orf79	TRUE
BJAB	CDCA4	TRUE
BJAB	GPR132	TRUE
BJAB	JAG2	TRUE
BJAB	NUDT14	TRUE
BJAB	BTBD6	TRUE
BJAB	BRF1	TRUE
BJAB	PACS2	TRUE
BJAB	TEX22	TRUE
BJAB	MTA1	TRUE
BJAB	CRIP2	TRUE
BJAB	CRIP1	TRUE
BJAB	C14orf80	TRUE
BJAB	TMEM121	TRUE
BJAB	NIPA1	TRUE
BJAB	NIPA2	TRUE
BJAB	CYFIP1	TRUE
BJAB	TUBGCP5	TRUE
BJAB	MKRN3	TRUE
BJAB	SNURF	TRUE
BJAB	UBE3A	TRUE
BJAB	ATP10A	TRUE
BJAB	GABRB3	TRUE
BJAB	OCA2	TRUE
BJAB	NSMCE3	TRUE
BJAB	FAM189A1	TRUE
BJAB	TJP1	TRUE
BJAB	FAN1	TRUE
BJAB	MTMR10	TRUE
BJAB	KLF13	TRUE
BJAB	OTUD7A	TRUE
BJAB	CHRNA7	TRUE
BJAB	ARHGAP11A	TRUE
BJAB	GREM1	TRUE
BJAB	FMN1	TRUE
BJAB	AVEN	TRUE
BJAB	EMC7	TRUE
BJAB	PGBD4	TRUE
BJAB	KATNBL1	TRUE
BJAB	EMC4	TRUE
BJAB	SLC12A6	TRUE
BJAB	NOP10	TRUE
BJAB	NUTM1	TRUE
BJAB	LPCAT4	TRUE
BJAB	AQR	TRUE
BJAB	ZNF770	TRUE
BJAB	DPH6-AS1	TRUE
BJAB	DPH6	TRUE
BJAB	C15orf41	TRUE
BJAB	MEIS2	TRUE
BJAB	SPRED1	TRUE
BJAB	FAM98B	TRUE
BJAB	RASGRP1	TRUE
BJAB	THBS1	TRUE
BJAB	FSIP1	TRUE
BJAB	GPR176	TRUE
BJAB	EIF2AK4	TRUE
BJAB	SRP14	TRUE
BJAB	SRP14-AS1	TRUE
BJAB	BMF	TRUE
BJAB	BUB1B	TRUE
BJAB	BUB1B-PAK6	TRUE
BJAB	PAK6	TRUE
BJAB	C15orf56	TRUE
BJAB	ANKRD63	TRUE
BJAB	PLCB2	TRUE
BJAB	INAFM2	TRUE
BJAB	DISP2	TRUE
BJAB	KNSTRN	TRUE
BJAB	IVD	TRUE
BJAB	BAHD1	TRUE
BJAB	CHST14	TRUE
BJAB	C15orf57	TRUE
BJAB	RPUSD2	TRUE
BJAB	KNL1	TRUE
BJAB	RAD51-AS1	TRUE
BJAB	RAD51	TRUE
BJAB	RMDN3	TRUE
BJAB	GCHFR	TRUE
BJAB	C15orf62	TRUE
BJAB	ZFYVE19	TRUE
BJAB	DNAJC17	TRUE
BJAB	SPINT1	TRUE
BJAB	RHOV	TRUE
BJAB	VPS18	TRUE
BJAB	DLL4	TRUE
BJAB	CHAC1	TRUE
BJAB	INO80	TRUE
BJAB	EXD1	TRUE
BJAB	CHP1	TRUE
BJAB	OIP5-AS1	TRUE
BJAB	OIP5	TRUE
BJAB	NUSAP1	TRUE
BJAB	NDUFAF1	TRUE
BJAB	RTF1	TRUE
BJAB	ITPKA	TRUE
BJAB	LTK	TRUE
BJAB	RPAP1	TRUE
BJAB	TYRO3	TRUE
BJAB	MGA	TRUE
BJAB	MAPKBP1	TRUE
BJAB	JMJD7-PLA2G4B	TRUE
BJAB	JMJD7	TRUE
BJAB	PLA2G4B	TRUE
BJAB	SPTBN5	TRUE
BJAB	EHD4	TRUE
BJAB	PLA2G4D	TRUE
BJAB	PLA2G4F	TRUE
BJAB	VPS39	TRUE
BJAB	TMEM87A	TRUE
BJAB	GANC	TRUE
BJAB	ZNF106	TRUE
BJAB	SNAP23	TRUE
BJAB	LRRC57	TRUE
BJAB	HAUS2	TRUE
BJAB	STARD9	TRUE
BJAB	CDAN1	TRUE
BJAB	TTBK2	TRUE
BJAB	UBR1	TRUE
BJAB	TMEM62	TRUE
BJAB	CCNDBP1	TRUE
BJAB	ADAL	TRUE
BJAB	LCMT2	TRUE
BJAB	ZSCAN29	TRUE
BJAB	TUBGCP4	TRUE
BJAB	TP53BP1	TRUE
BJAB	MAP1A	TRUE
BJAB	PDIA3	TRUE
BJAB	ELL3	TRUE
BJAB	SERF2	TRUE
BJAB	SERINC4	TRUE
BJAB	HYPK	TRUE
BJAB	MFAP1	TRUE
BJAB	WDR76	TRUE
BJAB	FRMD5	TRUE
BJAB	CASC4	TRUE
BJAB	CTDSPL2	TRUE
BJAB	EIF3J-AS1	TRUE
BJAB	EIF3J	TRUE
BJAB	SPG11	TRUE
BJAB	B2M	TRUE
BJAB	TRIM69	TRUE
BJAB	SORD	TRUE
BJAB	DUOX2	TRUE
BJAB	DUOXA2	TRUE
BJAB	DUOXA1	TRUE
BJAB	DUOX1	TRUE
BJAB	SHF	TRUE
BJAB	GATM	TRUE
BJAB	SPATA5L1	TRUE
BJAB	C15orf48	TRUE
BJAB	SLC30A4	TRUE
BJAB	BLOC1S6	TRUE
BJAB	SQRDL	TRUE
BJAB	SEMA6D	TRUE
BJAB	MYEF2	TRUE
BJAB	DUT	TRUE
BJAB	FBN1	TRUE
BJAB	CEP152	TRUE
BJAB	EID1	TRUE
BJAB	SHC4	TRUE
BJAB	SECISBP2L	TRUE
BJAB	COPS2	TRUE
BJAB	GALK2	TRUE
BJAB	FAM227B	TRUE
BJAB	DTWD1	TRUE
BJAB	SLC27A2	TRUE
BJAB	GABPB1	TRUE
BJAB	USP8	TRUE
BJAB	TRPM7	TRUE
BJAB	SPPL2A	TRUE
BJAB	AP4E1	TRUE
BJAB	GLDN	TRUE
BJAB	DMXL2	TRUE
BJAB	SCG3	TRUE
BJAB	LYSMD2	TRUE
BJAB	TMOD2	TRUE
BJAB	TMOD3	TRUE
BJAB	LEO1	TRUE
BJAB	MAPK6	TRUE
BJAB	BCL2L10	TRUE
BJAB	GNB5	TRUE
BJAB	CERNA1	TRUE
BJAB	MYO5C	TRUE
BJAB	MYO5A	TRUE
BJAB	ARPP19	TRUE
BJAB	FAM214A	TRUE
BJAB	ONECUT1	TRUE
BJAB	RSL24D1	TRUE
BJAB	PIGB	TRUE
BJAB	PIGBOS1	TRUE
BJAB	CCPG1	TRUE
BJAB	C15orf65	TRUE
BJAB	DYX1C1-CCPG1	TRUE
BJAB	PYGO1	TRUE
BJAB	PRTG	TRUE
BJAB	RFX7	TRUE
BJAB	TEX9	TRUE
BJAB	MNS1	TRUE
BJAB	ZNF280D	TRUE
BJAB	TCF12	TRUE
BJAB	LINC00926	TRUE
BJAB	CGNL1	TRUE
BJAB	GCOM1	TRUE
BJAB	MYZAP	TRUE
BJAB	POLR2M	TRUE
BJAB	ALDH1A2	TRUE
BJAB	ADAM10	TRUE
BJAB	MINDY2	TRUE
BJAB	SLTM	TRUE
BJAB	RNF111	TRUE
BJAB	CCNB2	TRUE
BJAB	MYO1E	TRUE
BJAB	FAM81A	TRUE
BJAB	GTF2A2	TRUE
BJAB	BNIP2	TRUE
BJAB	FOXB1	TRUE
BJAB	ANXA2	TRUE
BJAB	ICE2	TRUE
BJAB	VPS13C	TRUE
BJAB	C2CD4A	TRUE
BJAB	C2CD4B	TRUE
BJAB	TPM1	TRUE
BJAB	LACTB	TRUE
BJAB	RPS27L	TRUE
BJAB	RAB8B	TRUE
BJAB	APH1B	TRUE
BJAB	CA12	TRUE
BJAB	USP3	TRUE
BJAB	HERC1	TRUE
BJAB	DAPK2	TRUE
BJAB	FAM96A	TRUE
BJAB	SNX1	TRUE
BJAB	SNX22	TRUE
BJAB	PPIB	TRUE
BJAB	CSNK1G1	TRUE
BJAB	PCLAF	TRUE
BJAB	TRIP4	TRUE
BJAB	OAZ2	TRUE
BJAB	RBPMS2	TRUE
BJAB	PIF1	TRUE
BJAB	PLEKHO2	TRUE
BJAB	ANKDD1A	TRUE
BJAB	SPG21	TRUE
BJAB	MTFMT	TRUE
BJAB	RASL12	TRUE
BJAB	PDCD7	TRUE
BJAB	CLPX	TRUE
BJAB	PARP16	TRUE
BJAB	IGDCC3	TRUE
BJAB	IGDCC4	TRUE
BJAB	DPP8	TRUE
BJAB	HACD3	TRUE
BJAB	INTS14	TRUE
BJAB	DENND4A	TRUE
BJAB	RAB11A	TRUE
BJAB	MEGF11	TRUE
BJAB	DIS3L	TRUE
BJAB	TIPIN	TRUE
BJAB	MAP2K1	TRUE
BJAB	SNAPC5	TRUE
BJAB	RPL4	TRUE
BJAB	ZWILCH	TRUE
BJAB	SMAD6	TRUE
BJAB	SMAD3	TRUE
BJAB	AAGAB	TRUE
BJAB	IQCH	TRUE
BJAB	C15orf61	TRUE
BJAB	IQCH-AS1	TRUE
BJAB	MAP2K5	TRUE
BJAB	SKOR1	TRUE
BJAB	PIAS1	TRUE
BJAB	CALML4	TRUE
BJAB	CLN6	TRUE
BJAB	FEM1B	TRUE
BJAB	ITGA11	TRUE
BJAB	CORO2B	TRUE
BJAB	ANP32A	TRUE
BJAB	NOX5	TRUE
BJAB	SPESP1	TRUE
BJAB	GLCE	TRUE
BJAB	PAQR5	TRUE
BJAB	KIF23	TRUE
BJAB	RPLP1	TRUE
BJAB	TLE3	TRUE
BJAB	UACA	TRUE
BJAB	LARP6	TRUE
BJAB	THAP10	TRUE
BJAB	LRRC49	TRUE
BJAB	CT62	TRUE
BJAB	MYO9A	TRUE
BJAB	SENP8	TRUE
BJAB	GRAMD2	TRUE
BJAB	PKM	TRUE
BJAB	PARP6	TRUE
BJAB	CELF6	TRUE
BJAB	HEXA	TRUE
BJAB	ARIH1	TRUE
BJAB	HIGD2B	TRUE
BJAB	BBS4	TRUE
BJAB	ADPGK	TRUE
BJAB	NEO1	TRUE
BJAB	HCN4	TRUE
BJAB	NPTN	TRUE
BJAB	CD276	TRUE
BJAB	C15orf59	TRUE
BJAB	TBC1D21	TRUE
BJAB	LOXL1	TRUE
BJAB	STOML1	TRUE
BJAB	PML	TRUE
BJAB	ISLR2	TRUE
BJAB	STRA6	TRUE
BJAB	SEMA7A	TRUE
BJAB	UBL7	TRUE
BJAB	ARID3B	TRUE
BJAB	EDC3	TRUE
BJAB	CYP1A1	TRUE
BJAB	CYP1A2	TRUE
BJAB	CSK	TRUE
BJAB	CPLX3	TRUE
BJAB	ULK3	TRUE
BJAB	SCAMP2	TRUE
BJAB	MPI	TRUE
BJAB	FAM219B	TRUE
BJAB	COX5A	TRUE
BJAB	RPP25	TRUE
BJAB	SCAMP5	TRUE
BJAB	PPCDC	TRUE
BJAB	C15orf39	TRUE
BJAB	COMMD4	TRUE
BJAB	NEIL1	TRUE
BJAB	MAN2C1	TRUE
BJAB	SIN3A	TRUE
BJAB	PTPN9	TRUE
BJAB	SNUPN	TRUE
BJAB	IMP3	TRUE
BJAB	SNX33	TRUE
BJAB	ODF3L1	TRUE
BJAB	UBE2Q2	TRUE
BJAB	FBXO22	TRUE
BJAB	TMEM266	TRUE
BJAB	ETFA	TRUE
BJAB	ISL2	TRUE
BJAB	RCN2	TRUE
BJAB	PSTPIP1	TRUE
BJAB	TSPAN3	TRUE
BJAB	PEAK1	TRUE
BJAB	HMG20A	TRUE
BJAB	LINGO1	TRUE
BJAB	TBC1D2B	TRUE
BJAB	CIB2	TRUE
BJAB	IDH3A	TRUE
BJAB	DNAJA4	TRUE
BJAB	WDR61	TRUE
BJAB	CRABP1	TRUE
BJAB	IREB2	TRUE
BJAB	HYKK	TRUE
BJAB	PSMA4	TRUE
BJAB	CHRNA5	TRUE
BJAB	CHRNA3	TRUE
BJAB	CHRNB4	TRUE
BJAB	ADAMTS7	TRUE
BJAB	MORF4L1	TRUE
BJAB	CTSH	TRUE
BJAB	RASGRF1	TRUE
BJAB	ANKRD34C	TRUE
BJAB	ANKRD34C-AS1	TRUE
BJAB	TMED3	TRUE
BJAB	KIAA1024	TRUE
BJAB	MTHFS	TRUE
BJAB	ST20-MTHFS	TRUE
BJAB	BCL2A1	TRUE
BJAB	ZFAND6	TRUE
BJAB	FAH	TRUE
BJAB	LINC01314	TRUE
BJAB	ARNT2	TRUE
BJAB	ABHD17C	TRUE
BJAB	CEMIP	TRUE
BJAB	MESDC2	TRUE
BJAB	MESDC1	TRUE
BJAB	CFAP161	TRUE
BJAB	IL16	TRUE
BJAB	STARD5	TRUE
BJAB	MEX3B	TRUE
BJAB	EFL1	TRUE
BJAB	SAXO2	TRUE
BJAB	RPS17	TRUE
BJAB	CPEB1	TRUE
BJAB	AP3B2	TRUE
BJAB	FSD2	TRUE
BJAB	WHAMM	TRUE
BJAB	HOMER2	TRUE
BJAB	FAM103A1	TRUE
BJAB	C15orf40	TRUE
BJAB	BTBD1	TRUE
BJAB	TM6SF1	TRUE
BJAB	HDGFRP3	TRUE
BJAB	BNC1	TRUE
BJAB	ADAMTSL3	TRUE
BJAB	ZSCAN2	TRUE
BJAB	WDR73	TRUE
BJAB	NMB	TRUE
BJAB	SEC11A	TRUE
BJAB	ZNF592	TRUE
BJAB	ALPK3	TRUE
BJAB	PDE8A	TRUE
BJAB	AKAP13	TRUE
BJAB	KLHL25	TRUE
BJAB	NTRK3	TRUE
BJAB	MRPL46	TRUE
BJAB	MRPS11	TRUE
BJAB	DET1	TRUE
BJAB	LINC01586	TRUE
BJAB	AEN	TRUE
BJAB	ISG20	TRUE
BJAB	ACAN	TRUE
BJAB	HAPLN3	TRUE
BJAB	MFGE8	TRUE
BJAB	ABHD2	TRUE
BJAB	FANCI	TRUE
BJAB	POLG	TRUE
BJAB	MIR9-3HG	TRUE
BJAB	RHCG	TRUE
BJAB	TICRR	TRUE
BJAB	KIF7	TRUE
BJAB	PEX11A	TRUE
BJAB	WDR93	TRUE
BJAB	MESP1	TRUE
BJAB	MESP2	TRUE
BJAB	ANPEP	TRUE
BJAB	AP3S2	TRUE
BJAB	C15orf38-AP3S2	TRUE
BJAB	ARPIN	TRUE
BJAB	ZNF710	TRUE
BJAB	IDH2	TRUE
BJAB	SEMA4B	TRUE
BJAB	CIB1	TRUE
BJAB	GDPGP1	TRUE
BJAB	TTLL13P	TRUE
BJAB	NGRN	TRUE
BJAB	ZNF774	TRUE
BJAB	IQGAP1	TRUE
BJAB	CRTC3	TRUE
BJAB	LINC01585	TRUE
BJAB	BLM	TRUE
BJAB	FES	TRUE
BJAB	MAN2A2	TRUE
BJAB	HDDC3	TRUE
BJAB	UNC45A	TRUE
